MFCC1_mean,MFCC2_mean,MFCC3_mean,MFCC4_mean,MFCC5_mean,MFCC6_mean,MFCC7_mean,MFCC8_mean,MFCC9_mean,MFCC10_mean,MFCC11_mean,MFCC12_mean,MFCC13_mean,MFCC1_std,MFCC2_std,MFCC3_std,MFCC4_std,MFCC5_std,MFCC6_std,MFCC7_std,MFCC8_std,MFCC9_std,MFCC10_std,MFCC11_std,MFCC12_std,MFCC13_std,Centroid_mean,Centroid_std,Bandwidth_mean,Bandwidth_std,Rolloff_mean,Rolloff_std,ZCR_mean,ZCR_std,RMS_mean,RMS_std,Contrast1_mean,Contrast2_mean,Contrast3_mean,Contrast4_mean,Contrast5_mean,Contrast6_mean,Contrast7_mean,Contrast1_std,Contrast2_std,Contrast3_std,Contrast4_std,Contrast5_std,Contrast6_std,Contrast7_std,Instrument
-65.12046051,102.9799728,-13.68161964,52.21541595,-6.843921661,19.76304245,0.435377151,8.87742424,-3.567603827,-0.076044433,1.601002336,2.03745532,-8.866289139,35.87872314,18.79804611,12.30291939,11.413414,10.29598808,9.639882088,10.33949471,7.042296886,6.679644108,4.762767315,7.156217098,5.909593582,6.296143532,2003.115796,388.8364997,2131.185477,216.7755625,4290.573543,768.2861435,0.114648438,0.035342534,0.16551888,0.038922068,23.49614143,16.44025995,20.3607028,20.42632461,22.3481814,24.27238179,54.53785847,5.527185156,3.383699795,4.726110623,3.385075259,4.157226848,4.783851331,6.694236418,gac
-58.14931488,114.4941025,-25.74531746,52.5573349,-6.06528759,13.49933624,-0.237175167,0.659810126,-2.368746758,-4.488012791,-4.051352024,5.441674709,-6.828933716,42.18244934,27.09853172,16.02068138,12.45974827,11.65359497,8.284690857,6.907437325,6.776034832,6.308787823,5.62027216,9.188837051,5.541621685,6.642431259,1896.382336,477.7556458,1962.942982,315.0337799,3907.530987,900.5115881,0.10876277,0.047289781,0.186576515,0.035005119,21.07744313,16.03671688,20.4615025,20.6261526,21.64811811,23.81574195,50.08091982,4.600080295,3.948662703,4.392838008,3.817151828,3.68816136,5.195130065,5.571779717,gac
-71.63767242,131.461441,-15.00738049,49.77708054,-10.65329552,15.65207005,-4.345967293,1.173585057,-0.430238873,5.424128532,-5.207834244,3.504081011,-6.284816265,41.92213058,20.70572472,11.49795914,10.4437294,11.41040707,7.23020649,10.62411022,7.716067791,8.092433929,6.917680264,7.043860435,7.023990154,6.600155354,1539.754055,378.8188185,1860.208086,285.514341,3456.079102,952.672734,0.069884315,0.033001123,0.239237875,0.04375058,24.78421255,16.0465407,19.72586537,20.58306768,22.33475651,22.6228916,50.31164305,4.696022046,3.820272724,3.670844753,3.645691871,2.94112033,4.693088993,6.034019655,gac
-80.62617493,135.5255737,-15.9321022,42.91582108,-7.711769104,13.4045248,-3.928827763,1.813845634,-0.268851936,5.277989388,-2.930885315,5.00812912,-5.33881855,47.18932724,21.61285591,14.69544983,10.6448679,10.33356094,8.322235107,8.65460968,5.817851067,7.799965858,5.348182678,7.824483871,7.891062737,6.64021349,1504.085799,344.7274586,1848.130648,309.3859715,3318.929162,906.7513907,0.064167668,0.023281717,0.207768902,0.042417608,23.26631065,15.67036498,20.00898237,20.13874172,21.60265261,20.61306265,48.91499534,4.370266983,4.085299651,3.935364895,3.258517588,3.296600209,3.741811329,6.170813095,gac
-53.4766655,122.3987656,-20.29891396,43.31748962,-14.77641201,18.39637566,-2.326413155,5.131838322,-6.979896069,-0.200717285,-4.066250801,3.709989071,-2.502958059,45.28419495,22.95352173,13.0853796,10.14272118,9.037325859,8.395291328,7.281339645,6.833221436,6.147361755,8.141807556,6.439304829,6.390846729,7.543996811,1804.730139,388.2093449,1956.312603,288.2126825,3877.467323,876.7262319,0.095669321,0.033471161,0.20827423,0.054335915,23.17282221,14.87811836,18.83432068,20.32366288,20.77046915,21.25682896,50.37467944,5.542663255,3.560035308,4.349627815,3.713721691,3.480684446,4.086671382,6.182659613,gac
-195.6239166,131.1671753,33.88714218,42.79182816,20.86061478,21.68058014,6.030963898,7.264783382,1.959714413,-1.595513821,-9.140851974,-4.313002586,-5.017688751,51.94441986,23.23288345,20.55933762,19.3365593,12.64241695,8.669008255,8.480870247,7.057621002,7.138158798,8.033233643,4.525419712,6.400225639,5.923257828,1080.021344,529.1686005,1910.847283,620.7490164,2343.06096,2074.258788,0.024879808,0.009289762,0.186789051,0.052629255,24.29970766,20.93318771,19.98952572,18.36995132,19.33090685,18.15277612,46.7531978,5.390720807,4.066525247,4.276294703,3.387143375,3.855108054,2.634464817,6.312369582,gac
-215.5938568,145.870285,47.83052444,54.7729454,16.86545944,24.34909439,6.528247833,11.8279953,5.893822193,-0.661245823,-9.260515213,1.396489382,2.510721445,62.8615036,18.30355644,20.9304924,11.74690819,12.53635216,6.312324524,7.178668976,6.234341145,6.791298866,6.218428612,5.659376621,6.045480251,5.542773724,739.4846146,376.100832,1486.653939,379.3247067,1194.016113,1142.978822,0.022299429,0.00868524,0.207118377,0.05694408,23.3555823,20.75805198,21.52133611,20.11143234,20.41998735,18.94177846,47.77699874,5.129009474,4.43404775,5.196802415,3.914395412,3.668943198,3.238707318,6.27821062,gac
-90.21931458,97.04031372,-8.740447998,32.45044327,-0.42879951,5.819951057,-10.84902954,-8.086849213,-13.29675484,-12.6658926,-11.89721298,3.781799316,0.78470248,22.65244675,11.75856781,10.05166245,6.426306248,5.243002415,7.491199493,5.749024868,8.34735775,6.385099888,6.435480118,6.762447357,6.394389629,7.160872936,2017.623987,289.5073919,2228.910342,226.6094699,4283.036922,653.8154235,0.101716496,0.027503386,0.164199799,0.059968598,23.21465309,17.90401543,24.06707527,23.95654733,24.75602536,23.73027213,51.26711678,5.040584,4.570286528,4.901099659,3.47251749,2.979399845,2.131581222,5.366627755,gac
-101.722023,100.1357574,-2.724138975,37.86450577,0.954670846,5.122358322,-0.272668093,1.121896982,-12.84973335,-4.381225586,-8.916545868,5.127048969,-0.101341367,23.67981148,10.85829639,11.08055592,8.62164402,7.789499283,6.13452673,5.793640137,6.245045662,6.530823231,4.967700005,5.250370502,5.20978117,6.969263077,1957.878811,245.7386606,2249.965027,187.4263833,4108.535156,530.3089993,0.096668419,0.021481171,0.129683539,0.042401016,22.66046002,17.90263529,22.97719087,23.85166152,23.25591998,23.60587569,51.24265132,4.363516592,4.031799703,4.047536056,3.21924109,2.760064122,2.308639267,5.782405837,gac
-91.3118515,103.0142365,-2.406881094,37.10512543,1.749294519,4.925378799,-1.759887218,-1.620789289,-14.66731453,-10.17223549,-12.9152565,-1.702713251,-4.534956932,24.35363007,9.4406147,8.261758804,6.953360081,7.375827312,6.610262394,6.505243778,4.37485981,5.641195297,6.169840336,9.589254379,8.149087906,5.318724155,1725.011451,226.894343,2182.64894,190.36129,3786.034029,500.3683555,0.063040865,0.015636879,0.191688776,0.053322822,25.25271688,19.60734891,22.30063533,22.15771835,22.01451248,23.14768917,50.47028237,5.461244099,4.576619465,4.005607588,2.654062134,2.580924649,2.048830008,5.091718794,gac
-238.9215851,139.7978973,43.72951889,44.46764755,35.72814941,28.47642708,20.44776917,15.14425945,0.456765264,-6.220255375,0.580376387,6.058966637,-1.440997839,85.01221466,37.157547,16.34243584,10.14861584,9.256772041,7.238939762,9.059209824,6.068782806,5.408392429,6.214408398,6.434177876,5.44756031,7.769097328,740.8115882,709.9181525,1394.598116,799.2985925,1406.200984,2054.122984,0.017412861,0.012128738,0.265011668,0.091849327,25.4177929,22.79433347,23.74100946,21.2468461,21.2934361,18.80062231,43.25040241,5.820790779,5.809061121,5.23582525,4.43737579,4.559119682,4.391149999,5.701108374,gac
-203.9877777,140.3354797,31.08718872,47.1219368,33.67392731,26.31682777,16.92902756,15.63579655,2.379633904,-1.6240592,1.851101637,0.571463645,-6.503017902,77.98014069,40.47213364,17.2483902,10.65296745,11.89381123,7.450376034,10.12192822,5.921877384,6.304576397,6.204207897,6.532588959,6.651422024,5.543473721,876.2446225,782.5470731,1511.93652,780.0848433,1745.597393,2110.713333,0.020470252,0.018881024,0.272374719,0.10493885,23.14451405,19.97132357,22.56507251,20.44882914,20.31416267,18.89325248,45.28964926,5.252568285,5.348340462,5.53827805,4.627519545,3.923446172,4.189626408,5.691339258,gac
-52.18821335,49.90233994,15.57250023,35.69893265,8.543674469,8.666824341,-3.390259504,4.758656502,0.894488871,1.328982353,-9.784537315,-5.145401478,-6.844010353,75.16129303,24.55623436,7.745157719,7.765345573,5.229626656,5.568929195,5.076381207,6.094706059,6.143836975,5.955016136,5.408959389,4.098221302,5.185437202,3286.235543,877.5880003,2965.428871,275.7196059,6940.565467,1354.496017,0.135498047,0.066561618,0.178692594,0.067281589,23.67558145,16.91244483,19.07385554,18.06307348,17.45858306,17.74587796,46.75654665,5.019837031,5.029343675,4.784172484,3.319847959,2.967395487,3.35988682,4.238474825,gac
-107.2732697,56.88771057,21.38445854,40.80848312,12.74610233,11.86513996,-0.80064249,8.404712677,2.999026299,3.188192129,-6.569965839,-0.686868548,-2.531744957,79.01795959,20.90363693,9.385256767,7.078332424,6.192573547,6.196229458,5.5877285,5.601805687,5.379631042,5.229375362,4.94494009,4.498392105,6.486508369,3121.911225,770.3600767,2978.991121,262.6820507,6798.943247,1234.321355,0.120184796,0.050737197,0.108594075,0.046597064,23.01445391,14.85561913,16.8747961,17.23009405,17.2077636,17.216538,46.32338322,5.238480976,4.429025123,4.181200792,3.560333214,2.992011133,3.184353531,4.844654755,gac
-81.18443298,53.25426483,19.12724686,47.23662186,10.37498379,11.88460541,-0.861948669,6.534819126,1.192289829,2.638732433,-4.247559071,-1.060397387,-1.881103635,57.42173767,14.46058559,7.011836052,7.773286819,6.010680676,4.517684937,5.622606754,5.589757442,5.128518581,4.423336029,4.9132514,4.602379322,5.156729698,3139.928336,523.2260383,2942.999192,167.25376,6704.445613,785.8296702,0.126134315,0.044866408,0.129311278,0.059256036,22.30569654,13.9525401,15.800447,16.16237169,16.44145156,15.97606638,45.90123271,4.235972103,3.751663753,3.57322873,3.336674481,2.329350815,1.892985146,4.386591771,gac
-259.6691589,131.9740295,11.14573383,20.04076385,1.996752739,-13.20079613,-14.19330692,-15.06203842,-31.99895287,-26.3135376,-16.96759033,-0.827574492,2.119046688,60.56124115,17.00126266,16.5376606,7.414196968,10.63679981,8.22500515,7.055356979,7.89676857,9.28258419,10.62469769,10.28067684,15.70875359,21.2611084,992.3312726,337.1600394,1335.162592,367.3964579,1599.502892,879.3638438,0.048655349,0.017851735,0.17101045,0.079780512,16.42694723,19.1609453,32.56601139,27.15937469,27.41934118,25.12243579,48.3261801,5.36152731,6.629438351,6.038637875,4.032984876,3.869811477,3.862239875,6.841769311,gac
-267.8896484,151.4037018,29.37190819,27.53947067,8.382724762,0.067213438,-1.245928645,-2.494343519,-20.76343346,-26.2224617,-22.73587418,-10.74653244,-10.20120716,71.58136749,23.13477135,22.19537163,9.810465813,12.53468609,5.984490871,7.825797081,8.081655502,6.522876263,10.00247383,8.214544296,6.078008652,9.753059387,766.7164836,345.4088548,1290.804296,397.6405851,1135.710825,926.1503919,0.03058143,0.011123013,0.164707795,0.082800277,25.56713988,21.55830695,28.82227114,22.74573813,22.13844119,20.13790021,45.96141271,6.210663275,6.759382558,4.661261943,4.353207965,4.287313274,3.086688189,5.875342801,gac
-366.7529602,159.799942,61.13644791,32.30987167,13.94403934,1.439262986,2.178570509,-6.638189316,-20.74868011,-20.81986618,-17.00494385,-11.64054775,-8.441509247,60.80017853,29.93501282,20.66417122,13.10213947,8.001683235,10.04772186,8.985591888,7.330013752,10.4613657,8.332260132,6.432836056,5.663385391,7.83796978,545.387824,194.76533,1058.629033,328.5569063,621.0672701,541.5224913,0.025732422,0.00784872,0.101678953,0.066455819,27.3280996,20.75027569,28.39339452,21.67302227,19.1442982,16.92447306,43.65815113,7.088122748,5.332063139,4.59789483,4.40583323,4.558728577,3.634665948,5.6127825,gac
-227.0670013,158.5665436,30.94211197,18.50663757,8.180040359,-12.79532814,-13.06159019,4.200900078,-10.95654964,-20.12296104,-24.48101997,-16.21007156,-14.51248837,31.55322647,17.03154945,15.36684799,9.976051331,9.45240593,8.126362801,7.861771584,4.777022839,16.62350273,14.4218874,6.849919796,11.29046059,7.970009327,840.0617245,150.7128111,1457.670399,240.453909,1017.775128,419.8978612,0.041023137,0.011800624,0.186691985,0.067866363,21.62783285,21.64789223,26.69185505,26.48127014,23.43067343,14.69509221,43.11415605,3.495405205,3.436954239,4.014172993,4.279549565,3.560292846,2.468961717,5.290652504,gac
-196.7132874,161.1278229,33.18773651,17.33207512,9.961576462,-12.2151165,-17.34733391,6.689889908,-4.200761318,-19.99542809,-26.22869492,-10.70514107,-6.181697369,17.52132607,9.969371796,8.621124268,6.790032387,7.014920235,5.983604431,9.347807884,6.164063931,12.514081,9.97176075,9.361587524,14.74119759,9.331988335,827.7664038,73.50793295,1466.985173,140.1315915,971.478741,178.2516785,0.040294471,0.008583247,0.232380539,0.052544143,21.03539392,21.38115011,26.25393466,27.72745471,24.09142732,14.33180929,43.08445951,3.836955941,4.168533401,3.967676529,3.837694197,2.964352345,1.658704778,4.603502421,gac
-198.0037384,179.2640381,37.61050415,27.56869125,22.07468414,-7.879920483,-15.8762579,14.52334785,6.505711555,-10.08088303,-18.39888191,-7.255871773,-7.7273283,28.08860207,14.21869278,14.60270405,7.553472042,8.967269897,7.629563808,9.003793716,6.515892029,9.149997711,10.26786709,5.334750652,9.507163048,8.173933983,718.1446399,94.14790985,1321.194734,195.2064567,968.9113206,225.836202,0.037740385,0.006477343,0.213275239,0.067713283,21.79804482,18.19132385,24.57777669,26.77454219,24.90900877,14.64213398,42.9153143,3.204243548,3.706071145,4.028778732,4.000384986,4.180161593,2.089109859,4.941272492,gac
-218.1922302,160.2249451,-16.36658859,13.6500864,-24.66659927,-26.34689522,-10.76239109,-6.062748432,-10.38134193,-12.25921345,-17.40551376,-9.734138489,2.124823332,50.84566498,19.13133812,23.18564034,8.907471657,7.530899048,7.596769333,9.104838371,5.037717342,6.722448349,11.08870602,8.590678215,7.827098846,6.959757328,1060.217299,203.5481543,1330.02105,354.5469973,1726.631611,704.274697,0.053429237,0.010790542,0.128481641,0.064423636,16.46032677,22.15709671,25.81941963,26.70781136,23.89806034,21.61804436,46.81109738,3.179067906,5.236212793,5.028057742,3.813532998,4.162416314,2.792402466,6.508243024,gac
-279.5654297,164.9489441,-14.98473454,7.453159332,-24.00710106,-27.45228767,-11.86431503,-11.15939903,-13.36419392,-12.03371429,-6.761710167,-0.797382057,8.160375595,61.50217438,12.85927486,32.12444305,7.304686546,15.31079388,11.04968929,10.77310371,9.542669296,5.871850014,14.92373466,14.55156994,6.963092804,8.831846237,973.4909779,105.7786798,1212.265597,253.3668308,1319.736892,299.4910085,0.053387921,0.00976479,0.099471785,0.060630299,18.1612996,20.1996405,27.28574622,29.10899186,24.2574667,20.30543005,45.43650459,3.40872722,3.281544175,4.02533991,3.107157426,3.849365438,3.728797918,5.113920639,gac
-186.5644379,153.5045166,-8.256772995,15.14363956,-32.28554153,-22.04946327,-12.34679985,-9.301304817,-18.1301384,-12.53940392,-16.28800964,-7.934985161,-2.187805891,39.96787262,23.50987434,21.76321411,8.604743958,6.296987534,9.002022743,7.994538784,6.522782326,8.497714043,9.138084412,7.469779491,8.068036079,6.169993877,1136.699264,269.23447,1484.775209,431.8097795,1922.169659,1042.855006,0.053560697,0.010362408,0.151836812,0.067094319,17.64690694,20.71269164,25.40480973,26.54348281,21.65005138,20.57112276,48.09480838,3.189229665,4.61127988,3.865324737,4.514930661,3.621541379,2.544097541,5.086933705,gac
-126.9420395,109.6620331,21.11006546,36.96325684,13.48046112,16.25280762,1.96122098,1.046116829,-5.123362064,-1.990348458,-6.052919388,4.416473866,-0.499743253,49.1480751,36.24358368,19.94165802,12.74313641,8.793725014,5.723211288,7.00174284,5.975995541,7.768407345,4.95780468,6.217257977,5.35150528,5.690790653,1907.510728,822.0349137,2443.89098,654.6360305,4522.635216,2183.991568,0.057519531,0.027083508,0.135533437,0.037735779,18.61948513,16.48900449,21.17198858,18.87719793,18.83485605,16.88931095,44.67621255,5.250003328,3.610296082,3.94025789,3.046939396,2.848537215,2.251820772,4.004176032,gac
-123.4485245,96.859375,19.91858101,34.61907196,10.33406353,16.29466629,4.461799145,5.656650066,-1.380095482,5.474427223,-5.700918198,3.012192249,1.334229231,53.14152527,38.60362625,18.51669312,11.30702305,11.15345573,7.490727425,7.362558365,7.046072483,8.096331596,5.461603642,6.643209934,6.086884975,5.357483864,2196.821046,944.7004255,2546.065674,618.6914249,5020.631949,2205.221368,0.075822566,0.041438289,0.12558344,0.038814183,18.42089206,15.62070187,20.54957411,20.57679676,20.51550734,19.14849858,45.47897879,4.783364283,3.951989452,4.312659451,3.513217641,4.035168942,4.13934019,5.679434865,gac
-115.8703308,90.01756287,20.91205597,35.97674561,9.308468819,17.16052437,5.004410267,5.444853306,-1.348562121,4.7890625,-5.166700363,4.205467701,-0.063267842,50.18157578,31.05148506,17.66945839,11.39442539,11.79769611,7.273827076,7.439175606,7.186717987,5.854138851,4.664055347,6.65252161,5.307308674,6.076813221,2291.114768,846.8869034,2637.518693,513.0057884,5314.725811,1881.202266,0.075401893,0.041471851,0.129580304,0.044865899,18.04336022,15.41511097,19.24022991,19.44799621,20.10079248,19.46465523,46.26255217,4.356457163,3.586763856,3.745932038,3.135638873,3.243449046,3.706220914,4.750582256,gac
-113.6377563,107.7965698,-3.34254384,31.92807961,7.544464588,4.543641567,-0.800602615,7.33799839,-11.1015749,-14.47369003,-17.31978226,-7.335162163,-12.64111137,40.72158432,24.1430397,15.3617115,13.0553112,8.195293427,7.675479412,5.792484283,5.160915375,7.234187603,6.815786362,5.804416656,7.933969975,7.696786404,1743.633856,572.0553508,2214.517161,500.9736048,3893.368765,1549.325323,0.061474609,0.018403121,0.173562825,0.043565433,31.48748675,17.89691856,23.58295029,24.63249522,23.65579239,21.08467183,47.16619062,5.236483869,4.656221079,4.392820309,3.739221251,3.332227916,3.26435822,5.904119766,gac
-107.4095612,105.2948761,-5.695868015,33.37717819,3.959657669,7.650006771,1.413622618,6.041305065,-11.43738365,-13.40216732,-15.64745617,-9.140179634,-15.64019489,39.56743622,24.40587807,15.19747639,13.4493351,8.709794044,7.023348331,7.249181271,5.960633755,7.645693302,6.939034939,5.749136925,7.776045799,6.938747406,1796.042106,555.4438863,2205.402252,485.0255455,4022.319524,1517.889746,0.071240234,0.024581521,0.166200981,0.038197692,32.65492997,17.34854769,24.17613706,24.64937422,23.87714683,22.28089201,47.07423045,5.60659674,4.072661944,4.359935851,3.383395483,3.441986556,3.326754488,6.029269303,gac
-102.4630814,107.3131943,-5.261857986,28.12511444,2.440124512,7.260445118,-0.440529972,6.382077217,-14.13783836,-11.69031906,-13.90713978,-10.87463474,-17.98772812,41.14941025,26.50255013,17.46430969,11.06193733,8.56778717,8.622637749,7.09721899,5.04027319,5.318872929,7.356565952,5.708749294,8.800045013,5.462295055,1777.169642,557.8745243,2205.654198,502.6698173,3940.079252,1501.060578,0.069767879,0.023690652,0.18083559,0.049155515,31.97933483,17.13426639,24.89013303,24.77900017,23.41752437,22.34395555,47.96869347,5.744824797,4.16621832,4.262804887,3.373548192,3.309807337,3.211412772,5.739960499,gac
-169.284256,151.382782,12.42626095,50.68287277,15.54653549,22.34066963,11.17918587,9.004520416,0.50711447,5.495595455,-1.312709808,-0.354605466,-2.636464357,52.05370331,30.69172478,14.95098114,12.25628281,12.17759228,11.47917843,7.411107063,7.830486774,6.735447884,8.296980858,7.770083904,6.705955505,6.13693428,892.9258496,400.7416552,1456.656926,456.6089136,1755.701435,1112.925168,0.037015475,0.015231906,0.246666536,0.071071133,21.32530903,21.03480445,26.72601631,25.62818118,25.82415576,24.47117493,49.32919637,3.983854766,4.581630808,4.995228278,3.722878555,4.533205454,4.196388282,6.669335208,gac
-167.8861847,150.597702,11.09405994,49.991436,11.19010067,22.23506165,13.06482601,11.37213802,3.302381992,5.657473564,4.855884075,0.834373653,-6.326231956,44.1348877,33.61437607,11.87493896,11.62065887,10.52886295,13.91202831,11.1326685,7.949338436,7.708762646,9.349604607,7.849387646,6.898674011,7.142810345,932.8773125,380.4831829,1494.351046,464.5876218,1884.983474,1034.448871,0.038386418,0.019542082,0.240183577,0.068753533,21.88896378,20.09448245,25.85545403,25.9459691,26.18190963,24.77930234,49.74944572,4.629531191,4.171379118,5.281355982,4.387519612,3.744592332,4.0878794,5.567759077,gac
-152.9866486,163.3768311,-4.536303997,36.64115906,13.89058208,23.85842514,7.281159878,8.784459114,-0.908246696,0.261300892,-1.068988562,-3.606347561,-9.844957352,48.82671356,28.79757309,15.53131199,11.40679073,10.26878738,8.779829025,9.039117813,9.26869297,8.642824173,9.235238075,8.976841927,9.609976768,7.290186405,953.9591695,319.8949821,1425.604761,405.3955153,1857.81851,836.8337291,0.039163912,0.014240063,0.22882022,0.059127308,21.02256356,21.20487751,25.20773123,25.49886465,26.05995221,22.97087989,48.22878464,4.344221519,4.155746205,4.918190741,4.296604333,4.044152367,4.323593427,6.604834868,gac
-250.7319336,135.8363342,0.136132345,31.47386742,20.81466293,20.86765099,13.71008587,3.312894583,-2.743695021,-1.389346361,-1.318298817,6.47390604,-6.560444832,72.93642426,18.65231323,17.22343254,12.36107635,10.01483345,8.154093742,10.48646355,7.67212534,7.049640179,7.289717197,6.524703026,8.894271851,8.160194397,1075.092935,317.8406612,1713.421603,283.4984674,2069.75492,868.3863251,0.036842698,0.019245307,0.09701439,0.057751294,22.48326948,20.71982712,22.86720505,22.92069668,23.47024362,21.72597143,44.84042977,5.186618139,5.21153201,4.892422567,3.606028182,4.256165461,4.689250494,5.663257359,gac
-188.0292511,114.8144836,0.244423673,37.38888168,20.48529625,27.10526657,8.114785194,0.970070243,-1.289031506,-0.731030285,-5.181401253,1.803105474,-13.63972282,54.29315567,29.65998077,12.94413567,14.57303715,9.236200333,8.683794975,8.244868279,7.832015038,6.361137867,9.446784973,6.735117912,7.156910896,7.626757145,1332.825707,526.1684672,1839.892505,431.9087507,2785.319824,1279.801996,0.05941256,0.038600227,0.133405298,0.043839812,23.20370482,19.01237209,24.83271689,24.44990718,25.73841738,27.8065705,50.22125605,5.047309812,4.857117792,4.306811781,3.859006788,4.805331316,5.82474314,7.812446134,gac
-268.4308472,129.8085175,12.51150513,28.2208271,23.7002964,22.58623505,12.72021389,1.893250942,-4.889033794,-1.453586578,-0.968230247,3.747273922,-4.667007446,55.08838654,21.38328362,9.572227478,11.21634579,8.280410767,6.925837994,7.163570881,6.172151566,5.688489914,7.664321423,6.099523544,6.665106297,6.392988682,1137.13766,324.9194844,1878.18842,305.2608642,2114.974647,913.4505225,0.03221905,0.018815477,0.082698621,0.065785088,22.02697315,18.92585862,22.16193182,23.84647702,22.78752344,20.94047517,44.85741398,4.867212815,3.816275503,3.467731978,4.271218283,3.842076639,5.146038229,5.682587418,gac
-147.1457977,164.4016876,-40.53879166,69.25475311,11.71916866,-4.565802097,7.242715836,10.61570168,1.699002147,-5.438008785,8.606191635,0.699406087,-6.031292439,50.95879364,21.23628998,21.71896172,10.83896923,12.35131168,11.47901821,10.2135458,6.44574976,6.794642925,8.287846565,8.583785057,9.439593315,5.737742424,1064.587097,410.4634481,1303.221393,202.8258341,2203.59206,820.7429804,0.049834736,0.034569737,0.268159896,0.066960447,30.09518848,19.23011787,22.44021911,22.08972416,24.99353274,27.43616468,45.72735138,5.538179505,4.316827289,4.074360794,3.235434139,3.299684321,2.799765294,6.370383276,gac
-168.8545227,170.8543701,-41.61710358,78.97859955,18.71431351,3.856375456,13.33771992,15.5104208,4.842871666,3.118282795,13.73729992,4.270567417,6.097105026,36.88613892,15.69899273,16.4167366,10.63406372,17.0111084,7.825419426,8.063941002,6.018095493,5.684648037,7.925669193,5.398995876,7.56529665,7.226366997,984.3293189,321.6471208,1284.295858,182.2805426,2288.731032,693.7014539,0.058676382,0.027012498,0.208840355,0.06794326,26.55839064,18.48497076,22.43941106,22.42749731,24.73520835,28.49356646,46.4889654,4.738907004,4.139857104,4.474748563,4.337989593,4.084331479,3.469670548,6.200466428,gac
-223.492981,170.8621063,-8.799853325,66.90834808,23.88938332,-6.838882446,16.12511253,15.69623089,-1.212383509,9.537753105,15.15634441,-0.376378626,0.484710991,69.00943756,10.61482048,27.76794815,20.03222466,16.00973892,16.50575638,10.57479572,8.492154121,11.39176273,7.943091393,6.830020428,4.779503822,7.906142235,765.1515927,251.9141928,1184.409139,194.6247034,1695.491286,863.2104465,0.030863131,0.014385115,0.19916977,0.089695327,29.47019233,22.02814104,25.93615581,24.69427434,25.24486606,27.9707687,44.85159253,5.328704509,3.625003628,4.399753137,3.965017922,4.022400303,6.080343163,6.251504707,gac
-138.7285767,153.3558197,-56.27566147,28.98947525,10.43368149,4.11732626,5.385499477,-4.18325758,-10.58237457,-4.191278458,-7.76286602,-10.06135654,-2.253074646,44.43693924,16.77931023,14.76936722,13.44917297,10.56986332,7.607592106,7.66194725,5.620079994,5.376266956,10.86489105,6.034025669,6.276211739,10.45757294,1315.084229,258.1410022,1429.159995,204.7060181,2507.458684,511.4571551,0.069707782,0.023461652,0.161995798,0.065101229,20.99339905,20.83639577,25.68877753,22.58751033,24.06178438,25.99020207,44.53166534,4.157209045,4.623698341,4.687979429,3.45765558,2.807599494,2.250442188,5.364011225,gac
-191.7654877,121.611496,-53.25584793,13.85722637,2.294461012,-1.841461182,-0.185176358,-4.035085678,-12.19527626,-4.288370609,-2.165343046,-8.214911461,-6.777424335,74.51742554,32.25333786,18.82678032,12.06206322,13.2499342,10.17456913,8.898910522,7.030849934,7.452995777,8.162296295,6.654245377,8.092842102,8.388878822,1709.77187,467.8553671,1712.379047,466.3913808,3195.858624,1214.800469,0.091004357,0.035300678,0.101656407,0.057689428,15.57048094,22.94942899,22.4070556,23.16791882,24.28277662,25.1090753,47.03323108,3.903017573,6.792036985,4.738314785,4.125627832,3.300453931,3.81187428,5.939803079,gac
-170.8083191,152.9160156,-52.7353363,-2.293857336,14.10438538,0.400242507,-11.61059189,-7.551118374,-12.81382751,-3.582110167,-5.670143604,-3.62007165,-0.803251266,65.66398621,33.06190109,21.58220863,15.25334644,15.17938995,9.830859184,9.134446144,6.919942856,7.152746201,5.441215515,7.439039707,5.587250233,6.008613586,1364.875683,470.8390803,1460.127838,454.3441155,2429.276593,1173.29675,0.070552885,0.026560763,0.141909912,0.057125993,15.46095058,24.13838495,24.94398481,21.4879844,24.93613934,22.6523772,46.32196955,3.533398321,5.861548436,3.856664755,3.727708228,3.041141718,3.900712602,5.866046979,gac
-101.6151505,82.41415405,1.627318859,44.47810364,-10.90973282,6.018356323,-1.097972274,3.569436789,-1.456100464,-2.437893391,-7.427144527,3.062902689,-11.03624916,109.3850021,33.96691895,11.07066441,8.438353539,8.590116501,7.010144711,8.245274544,5.165017605,6.508110046,5.675414085,6.724274158,5.685784817,6.709868908,2398.33215,910.8685057,2353.779038,421.6711893,4886.877629,1631.90201,0.125811298,0.078361355,0.141505718,0.060223769,26.40622107,20.30748088,19.8180974,21.1903161,20.67109251,20.74416159,50.00768137,4.904723951,5.023329926,3.743258965,3.27116991,3.762510421,3.776151928,6.460145025,gac
